state_name,state_abbr,year,nflis_fentanyl_reports,nflis_related_reports_total,nflis_analog_reports,nflis_unique_compounds_detected,nflis_top_compound_1,nflis_top_compound_1_reports,nflis_top_compound_2,nflis_top_compound_2_reports,nflis_top_compound_3,nflis_top_compound_3_reports,nflis_top_analog_1,nflis_top_analog_1_reports,nflis_top_analog_2,nflis_top_analog_2_reports,nflis_top_analog_3,nflis_top_analog_3_reports,nflis_table3_source_file,nflis_source_url,dea_fpp_powder_seizures,dea_fpp_tablet_seizures,dea_fpp_avg_powder_purity_pct,dea_fpp_avg_tablet_potency_mg,dea_fpp_dominant_composition_notes,dea_fpp_source_url,dea_fpp_source_pub_date,dea_fpp_extraction_status,record_generated_utc
Alaska,AK,2017,4,4,0,1,Fentanyl,4,,,,,,,,,,,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Alabama,AL,2017,200,235,35,9,Fentanyl,200,Methoxyacetyl fentanyl,12,Furanyl fentanyl,10,Methoxyacetyl fentanyl,12,Furanyl fentanyl,10,Acryl fentanyl,4,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Arkansas,AR,2017,130,149,19,6,Fentanyl,130,Furanyl fentanyl,11,Acryl fentanyl,5,Furanyl fentanyl,11,Acryl fentanyl,5,Acetyl fentanyl,1,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Arizona,AZ,2017,363,387,24,4,Fentanyl,363,Acetyl fentanyl,13,Cyclopropyl fentanyl,8,Acetyl fentanyl,13,Cyclopropyl fentanyl,8,Furanyl fentanyl,3,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
California,CA,2017,656,761,105,12,Fentanyl,656,ANPP,24,Cyclopropyl fentanyl,18,ANPP,24,Cyclopropyl fentanyl,18,Furanyl fentanyl,18,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Colorado,CO,2017,27,31,4,3,Fentanyl,27,Carfentanil,2,Furanyl fentanyl,2,Carfentanil,2,Furanyl fentanyl,2,,,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Connecticut,CT,2017,433,492,59,12,Fentanyl,433,Furanyl fentanyl,18,Acetyl fentanyl,12,Furanyl fentanyl,18,Acetyl fentanyl,12,4-Fluoroisobutyryl fentanyl,7,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
District of Columbia,DC,2017,94,149,55,8,Fentanyl,94,Furanyl fentanyl,29,4-Fluoroisobutyryl fentanyl,16,Furanyl fentanyl,29,4-Fluoroisobutyryl fentanyl,16,Carfentanil,4,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Delaware,DE,2017,65,83,18,6,Fentanyl,65,ANPP,7,Furanyl fentanyl,6,ANPP,7,Furanyl fentanyl,6,3-Methylfentanyl,2,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Florida,FL,2017,1525,2653,1128,18,Fentanyl,1525,Carfentanil,447,Furanyl fentanyl,281,Carfentanil,447,Furanyl fentanyl,281,Fluoroisobutyryl fentanyl,198,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Georgia,GA,2017,136,246,110,12,Fentanyl,136,Furanyl fentanyl,40,Carfentanil,14,Furanyl fentanyl,40,Carfentanil,14,Cyclopropyl fentanyl,14,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Hawaii,HI,2017,1,1,0,1,Fentanyl,1,,,,,,,,,,,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Iowa,IA,2017,250,424,174,10,Fentanyl,250,Acryl fentanyl,50,Furanyl fentanyl,42,Acryl fentanyl,50,Furanyl fentanyl,42,Cyclopropyl fentanyl,34,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Idaho,ID,2017,16,24,8,4,Fentanyl,16,Furanyl fentanyl,5,Carfentanil,2,Furanyl fentanyl,5,Carfentanil,2,Methoxyacetyl fentanyl,1,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Illinois,IL,2017,2787,3099,312,8,Fentanyl,2787,Furanyl fentanyl,144,Acryl fentanyl,141,Furanyl fentanyl,144,Acryl fentanyl,141,Carfentanil,12,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Indiana,IN,2017,1034,1285,251,9,Fentanyl,1034,Acryl fentanyl,144,Carfentanil,43,Acryl fentanyl,144,Carfentanil,43,Furanyl fentanyl,42,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Kansas,KS,2017,50,75,25,6,Fentanyl,50,Furanyl fentanyl,20,Acryl fentanyl,2,Furanyl fentanyl,20,Acryl fentanyl,2,Carfentanil,1,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Kentucky,KY,2017,2370,2780,410,14,Fentanyl,2370,Carfentanil,125,Furanyl fentanyl,88,Carfentanil,125,Furanyl fentanyl,88,Cyclopropyl fentanyl,78,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Louisiana,LA,2017,215,251,36,8,Fentanyl,215,Acryl fentanyl,15,Furanyl fentanyl,11,Acryl fentanyl,15,Furanyl fentanyl,11,Carfentanil,4,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Massachusetts,MA,2017,6615,7125,510,13,Fentanyl,6615,Acetyl fentanyl,347,Carfentanil,41,Acetyl fentanyl,347,Carfentanil,41,Furanyl fentanyl,30,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Maryland,MD,2017,3321,3956,635,21,Fentanyl,3321,Furanyl fentanyl,378,4-Fluoroisobutyryl fentanyl,65,Furanyl fentanyl,378,4-Fluoroisobutyryl fentanyl,65,Carfentanil,54,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Maine,ME,2017,288,302,14,3,Fentanyl,288,Acetyl fentanyl,10,Furanyl fentanyl,4,Acetyl fentanyl,10,Furanyl fentanyl,4,,,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Michigan,MI,2017,379,495,116,9,Fentanyl,379,Carfentanil,85,Furanyl fentanyl,11,Carfentanil,85,Furanyl fentanyl,11,Acryl fentanyl,8,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Minnesota,MN,2017,162,314,152,8,Fentanyl,162,Carfentanil,63,Furanyl fentanyl,35,Carfentanil,63,Furanyl fentanyl,35,Acryl fentanyl,34,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Missouri,MO,2017,1738,1885,147,11,Fentanyl,1738,Acryl fentanyl,34,Butyryl fentanyl,31,Acryl fentanyl,34,Butyryl fentanyl,31,4-Fluoroisobutyryl fentanyl,25,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Mississippi,MS,2017,129,130,1,2,Fentanyl,129,Cyclopropyl fentanyl,1,,,Cyclopropyl fentanyl,1,,,,,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Montana,MT,2017,28,32,4,2,Fentanyl,28,Carfentanil,4,,,Carfentanil,4,,,,,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
North Carolina,NC,2017,458,508,50,5,Fentanyl,458,Furanyl fentanyl,24,Cyclopropyl fentanyl,21,Furanyl fentanyl,24,Cyclopropyl fentanyl,21,Methoxyacetyl fentanyl,3,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
North Dakota,ND,2017,71,116,45,6,Fentanyl,71,Furanyl fentanyl,19,Carfentanil,10,Furanyl fentanyl,19,Carfentanil,10,Cyclopropyl fentanyl,8,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Nebraska,NE,2017,13,17,4,3,Fentanyl,13,Carfentanil,3,ANPP,1,Carfentanil,3,ANPP,1,,,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
New Hampshire,NH,2017,1952,2093,141,6,Fentanyl,1952,Acetyl fentanyl,82,Carfentanil,55,Acetyl fentanyl,82,Carfentanil,55,Furanyl fentanyl,2,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
New Jersey,NJ,2017,3924,6825,2901,19,Fentanyl,3924,Furanyl fentanyl,1423,4-Fluoroisobutyryl fentanyl,565,Furanyl fentanyl,1423,4-Fluoroisobutyryl fentanyl,565,Fluoroisobutyryl fentanyl,310,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
New Mexico,NM,2017,27,27,0,1,Fentanyl,27,,,,,,,,,,,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Nevada,NV,2017,13,19,6,2,Fentanyl,13,Furanyl fentanyl,6,,,Furanyl fentanyl,6,,,,,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
New York,NY,2017,4322,4701,379,13,Fentanyl,4322,Butyryl fentanyl,168,Furanyl fentanyl,64,Butyryl fentanyl,168,Furanyl fentanyl,64,ANPP,63,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Ohio,OH,2017,11906,21941,10035,20,Fentanyl,11906,Carfentanil,4522,Acryl fentanyl,1213,Carfentanil,4522,Acryl fentanyl,1213,Furanyl fentanyl,1114,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Oklahoma,OK,2017,42,71,29,5,Fentanyl,42,Cyclopropyl fentanyl,15,Furanyl fentanyl,9,Cyclopropyl fentanyl,15,Furanyl fentanyl,9,Fluoroisobutyryl fentanyl,3,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Oregon,OR,2017,45,122,77,7,Fentanyl,45,Furanyl fentanyl,41,Cyclopropyl fentanyl,20,Furanyl fentanyl,41,Cyclopropyl fentanyl,20,Methoxyacetyl fentanyl,5,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Pennsylvania,PA,2017,8206,9891,1685,19,Fentanyl,8206,Furanyl fentanyl,421,4-Fluoroisobutyryl fentanyl,261,Furanyl fentanyl,421,4-Fluoroisobutyryl fentanyl,261,Acetyl fentanyl,247,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Rhode Island,RI,2017,528,686,158,10,Fentanyl,528,ANPP,69,Acetyl fentanyl,28,ANPP,69,Acetyl fentanyl,28,Furanyl fentanyl,25,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
South Carolina,SC,2017,664,904,240,12,Fentanyl,664,Furanyl fentanyl,122,Acryl fentanyl,23,Furanyl fentanyl,122,Acryl fentanyl,23,Acetyl fentanyl,22,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
South Dakota,SD,2017,6,10,4,4,Fentanyl,6,Furanyl fentanyl,2,Carfentanil,1,Furanyl fentanyl,2,Carfentanil,1,Isobutyryl fentanyl,1,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Tennessee,TN,2017,530,787,257,11,Fentanyl,530,Acryl fentanyl,83,Furanyl fentanyl,51,Acryl fentanyl,83,Furanyl fentanyl,51,Methoxyacetyl fentanyl,50,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Texas,TX,2017,288,367,79,12,Fentanyl,288,Furanyl fentanyl,35,Carfentanil,11,Furanyl fentanyl,35,Carfentanil,11,Phenyl fentanyl,7,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Utah,UT,2017,13,19,6,4,Fentanyl,13,Furanyl fentanyl,3,Cyclopropyl fentanyl,2,Furanyl fentanyl,3,Cyclopropyl fentanyl,2,Methoxyacetyl fentanyl,1,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Virginia,VA,2017,2049,3258,1209,14,Fentanyl,2049,Furanyl fentanyl,614,4-Fluoroisobutyryl fentanyl,407,Furanyl fentanyl,614,4-Fluoroisobutyryl fentanyl,407,Carfentanil,73,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Vermont,VT,2017,334,347,13,5,Fentanyl,334,Acetyl fentanyl,4,4-Fluoroisobutyryl fentanyl,3,Acetyl fentanyl,4,4-Fluoroisobutyryl fentanyl,3,Furanyl fentanyl,3,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Washington,WA,2017,109,128,19,7,Fentanyl,109,Furanyl fentanyl,11,Acryl fentanyl,2,Furanyl fentanyl,11,Acryl fentanyl,2,ANPP,2,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Wisconsin,WI,2017,390,668,278,11,Fentanyl,390,Acryl fentanyl,109,Furanyl fentanyl,82,Acryl fentanyl,109,Furanyl fentanyl,82,Cyclopropyl fentanyl,47,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
West Virginia,WV,2017,238,307,69,14,Fentanyl,238,Furanyl fentanyl,20,Acryl fentanyl,12,Furanyl fentanyl,20,Acryl fentanyl,12,Carfentanil,7,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Wyoming,WY,2017,8,8,0,1,Fentanyl,8,,,,,,,,,,,2017NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Alaska,AK,2018,2,2,0,1,Fentanyl,2,,,,,,,,,,,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Alabama,AL,2018,54,78,24,10,Fentanyl,54,Methoxyacetyl fentanyl,9,Benzylfentanyl,3,Methoxyacetyl fentanyl,9,Benzylfentanyl,3,Cyclopropyl fentanyl,3,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Arkansas,AR,2018,287,301,14,6,Fentanyl,287,Acetyl fentanyl,5,Benzyl furanyl fentanyl,4,Acetyl fentanyl,5,Benzyl furanyl fentanyl,4,ANPP,2,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Arizona,AZ,2018,1001,1059,58,4,Fentanyl,1001,Acetyl fentanyl,49,ANPP,5,Acetyl fentanyl,49,ANPP,5,Cyclopropyl fentanyl,4,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
California,CA,2018,1415,1550,135,9,Fentanyl,1415,Acetyl fentanyl,62,ANPP,53,Acetyl fentanyl,62,ANPP,53,Carfentanil,8,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Colorado,CO,2018,95,98,3,4,Fentanyl,95,Acetyl fentanyl,1,Carfentanil,1,Acetyl fentanyl,1,Carfentanil,1,Cyclopropyl fentanyl,1,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Connecticut,CT,2018,471,528,57,9,Fentanyl,471,Acetyl fentanyl,27,ANPP,13,Acetyl fentanyl,27,ANPP,13,Carfentanil,4,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
District of Columbia,DC,2018,53,70,17,5,Fentanyl,53,Furanyl fentanyl,7,Acetyl fentanyl,6,Furanyl fentanyl,7,Acetyl fentanyl,6,4-Fluoroisobutyryl fentanyl,3,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Delaware,DE,2018,137,239,102,8,Fentanyl,137,ANPP,72,Acetyl fentanyl,18,ANPP,72,Acetyl fentanyl,18,Valeryl fentanyl,7,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Florida,FL,2018,2891,4093,1202,18,Fentanyl,2891,Fluoroisobutyryl fentanyl,393,Acetyl fentanyl,242,Fluoroisobutyryl fentanyl,393,Acetyl fentanyl,242,Methoxyacetyl fentanyl,166,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Georgia,GA,2018,191,245,54,9,Fentanyl,191,Fluoroisobutyryl fentanyl,21,Methoxyacetyl fentanyl,9,Fluoroisobutyryl fentanyl,21,Methoxyacetyl fentanyl,9,Furanyl fentanyl,8,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Hawaii,HI,2018,0,0,0,0,,,,,,,,,,,,,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Iowa,IA,2018,307,373,66,10,Fentanyl,307,Acetyl fentanyl,26,Cyclopropyl fentanyl,10,Acetyl fentanyl,26,Cyclopropyl fentanyl,10,Furanyl fentanyl,10,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Idaho,ID,2018,38,40,2,3,Fentanyl,38,Carfentanil,1,Methoxyacetyl fentanyl,1,Carfentanil,1,Methoxyacetyl fentanyl,1,,,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Illinois,IL,2018,4654,4868,214,12,Fentanyl,4654,Acetyl fentanyl,74,Furanyl fentanyl,68,Acetyl fentanyl,74,Furanyl fentanyl,68,Cyclopropyl/crotonyl fentanyl,18,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Indiana,IN,2018,1622,1761,139,10,Fentanyl,1622,Acetyl fentanyl,71,Methoxyacetyl fentanyl,22,Acetyl fentanyl,71,Methoxyacetyl fentanyl,22,ANPP,15,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Kansas,KS,2018,76,83,7,3,Fentanyl,76,Acetyl fentanyl,4,Valeryl fentanyl,3,Acetyl fentanyl,4,Valeryl fentanyl,3,,,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Kentucky,KY,2018,2928,3338,410,11,Fentanyl,2928,Acetyl fentanyl,205,ANPP,128,Acetyl fentanyl,205,ANPP,128,Cyclopropyl fentanyl,24,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Louisiana,LA,2018,382,432,50,9,Fentanyl,382,ANPP,14,Methoxyacetyl fentanyl,14,ANPP,14,Methoxyacetyl fentanyl,14,Cyclopropyl fentanyl,9,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Massachusetts,MA,2018,8287,9525,1238,16,Fentanyl,8287,Acetyl fentanyl,923,Valeryl fentanyl,104,Acetyl fentanyl,923,Valeryl fentanyl,104,Furanyl fentanyl,58,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Maryland,MD,2018,5419,5989,570,15,Fentanyl,5419,ANPP,257,Acetyl fentanyl,128,ANPP,257,Acetyl fentanyl,128,4-Fluoroisobutyryl fentanyl,114,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Maine,ME,2018,403,430,27,4,Fentanyl,403,Acetyl fentanyl,20,ANPP,4,Acetyl fentanyl,20,ANPP,4,Valeryl fentanyl,3,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Michigan,MI,2018,940,975,35,7,Fentanyl,940,Acetyl fentanyl,10,Methoxyacetyl fentanyl,8,Acetyl fentanyl,10,Methoxyacetyl fentanyl,8,ANPP,6,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Minnesota,MN,2018,352,561,209,12,Fentanyl,352,Acetyl fentanyl,69,4-Fluoroisobutyryl fentanyl,46,Acetyl fentanyl,69,4-Fluoroisobutyryl fentanyl,46,Furanyl fentanyl,24,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Missouri,MO,2018,2709,2821,112,11,Fentanyl,2709,Acetyl fentanyl,60,Valeryl fentanyl,26,Acetyl fentanyl,60,Valeryl fentanyl,26,ANPP,10,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Mississippi,MS,2018,158,172,14,4,Fentanyl,158,Methoxyacetyl fentanyl,6,Acetyl fentanyl,5,Methoxyacetyl fentanyl,6,Acetyl fentanyl,5,Carfentanil,3,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Montana,MT,2018,23,23,0,1,Fentanyl,23,,,,,,,,,,,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
North Carolina,NC,2018,1417,1505,88,12,Fentanyl,1417,Acetyl fentanyl,18,4-Fluoroisobutyryl fentanyl,12,Acetyl fentanyl,18,4-Fluoroisobutyryl fentanyl,12,Cyclopropyl fentanyl,11,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
North Dakota,ND,2018,88,101,13,6,Fentanyl,88,Acetyl fentanyl,6,Valeryl fentanyl,3,Acetyl fentanyl,6,Valeryl fentanyl,3,Cyclopropyl fentanyl,2,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
Nebraska,NE,2018,44,51,7,4,Fentanyl,44,Acetyl fentanyl,5,Carfentanil,1,Acetyl fentanyl,5,Carfentanil,1,Fluorobutyryl fentanyl,1,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
New Hampshire,NH,2018,1926,2090,164,7,Fentanyl,1926,Acetyl fentanyl,142,Valeryl fentanyl,15,Acetyl fentanyl,142,Valeryl fentanyl,15,4-Fluoroisobutyryl fentanyl,3,2018NFLISWebsiteTable3.csv,https://www.nflis.deadiversion.usdoj.gov/publicationsRedesign.xhtml,,,,,,,,,2026-03-03T16:42:27Z
