state_abbr,state_name,census_subregion,census_region,year,population,od_synth_latest_month_count_year,od_synth_latest_month_per100k_year,od_synth_year_sum_count,od_synth_year_sum_per100k,od_synth_year_end_12mo_count,od_synth_year_end_12mo_per100k,od_all_latest_month_count_year,od_all_latest_month_per100k_year,od_all_year_sum_count,od_all_year_sum_per100k,od_all_year_end_12mo_count,od_all_year_end_12mo_per100k,fentanyl_laws_total,fentanyl_laws_possession,fentanyl_laws_distribution_delivery,fentanyl_laws_exposing_others,fentanyl_laws_other,fentanyl_laws_sum_by_type,nflis_reports_year,nflis_unique_substances_year,nflis_unique_bases_year,cnx_recv_shipments_year,cnx_recv_quantity_kg_year,cnx_recv_value_usd_year,cnx_recv_unique_hs6_year,cnx_recv_chem_shipments_year,cnx_recv_chem_quantity_kg_year,cnx_recv_chem_value_usd_year,cnx_recv_chem_unique_chemicals_year,cnx_send_shipments_year,cnx_send_quantity_kg_year,cnx_send_value_usd_year,cnx_send_unique_hs6_year,cnx_send_chem_shipments_year,cnx_send_chem_quantity_kg_year,cnx_send_chem_value_usd_year,cnx_send_chem_unique_chemicals_year
OR,Oregon,Pacific,West,2021,4246155,44.75,1.053895,532,12.528982,532,12.528982,66.333333,1.562198,783,18.440212,783,18.440212,4,0,4,0,0,4,792,11,8,1,1200,12649.92,1,0,0,0,0,0,0,0,0,0,0,0,0
PA,Pennsylvania,Middle Atlantic,Northeast,2021,12964056,,,,,,,,,,,,,0,0,0,0,0,0,20742,26,19,2,38890,120292.471,2,0,0,0,0,6,220132,45136.408203,3,0,0,0,0
RI,Rhode Island,New England,Northeast,2021,1095610,25,2.281834,346,31.580581,346,31.580581,32.333333,2.951172,387,35.322788,387,35.322788,2,0,2,0,0,2,1242,10,8,1,530,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SC,South Carolina,South Atlantic,South,2021,5190705,141.75,2.730843,1528,29.437234,1528,29.437234,156.75,3.019821,1732,33.367336,1732,33.367336,2,1,1,0,0,2,3083,16,14,5,158880,626746.9955,3,0,0,0,0,107,10590595,4534987.026812,25,7,700000,900758.775391,1
SD,South Dakota,West North Central,Midwest,2021,895376,1.916667,0.214063,32.083333,3.583225,32,3.573918,4.416667,0.493275,43.583333,4.867601,43,4.802452,1,0,1,0,0,1,31,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,Tennessee,East South Central,South,2021,6975218,199.666667,2.862515,2850,40.858938,2850,40.858938,227.666667,3.263936,3094,44.357037,3094,44.357037,2,0,2,0,0,2,8288,19,14,1,2080,23033.92,1,0,0,0,0,11,1020194,152822.724156,2,0,0,0,0
TX,Texas,West South Central,South,2021,29527941,145.25,0.491907,1788,6.055282,1788,6.055282,207,0.701031,2697,9.133722,2697,9.133722,0,0,0,0,0,0,2622,14,10,409,17275511,43343765.883787,70,13,1300000,1412757.03125,1,759,41752923,79051992.428453,151,0,0,0,0
UT,Utah,Mountain,West,2021,3337975,19.25,0.576697,198,5.93174,198,5.93174,34.583333,1.036057,453,13.571102,453,13.571102,0,0,0,0,0,0,188,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,Virginia,South Atlantic,South,2021,8642274,176.75,2.045179,2047,23.685896,2047,23.685896,181.833333,2.103999,2208,25.548831,2208,25.548831,3,3,0,0,0,3,7543,15,11,0,0,0,0,0,0,0,0,3,158765,195828.043,2,0,0,0,0
VT,Vermont,New England,Northeast,2021,645570,16.75,2.594606,207,32.064687,207,32.064687,17.416667,2.697874,221,34.233313,221,34.233313,1,0,1,0,0,1,1984,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,Washington,Pacific,West,2021,7738692,108.416667,1.400969,1215,15.700328,1215,15.700328,139.5,1.80263,1625,20.998381,1625,20.998381,0,0,0,0,0,0,1692,13,10,2,38080,148405.376,2,0,0,0,0,33,78564,110887.756966,23,0,0,0,0
WI,Wisconsin,East North Central,Midwest,2021,5895908,100.916667,1.711639,1293,21.930464,1293,21.930464,114.166667,1.936371,1427,24.203227,1427,24.203227,2,1,1,0,0,2,1226,8,5,2,7,695200,1,0,0,0,0,0,0,0,0,0,0,0,0
WV,West Virginia,South Atlantic,South,2021,1782959,65.666667,3.683016,1193,66.911241,1193,66.911241,76,4.262577,1250,70.108174,1250,70.108174,2,0,2,0,0,2,3452,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WY,Wyoming,Mountain,West,2021,578803,1.166667,0.201565,16.166667,2.793121,33,5.701422,6.666667,1.151802,62,10.711762,62,10.711762,1,0,0,1,0,1,216,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,Alaska,Pacific,West,2022,733583,21.083333,2.874022,156,21.265487,156,21.265487,24,3.271613,185,25.218687,185,25.218687,0,0,0,0,0,0,341,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Alabama,East South Central,South,2022,5074296,80.916667,1.594638,846,16.672264,971,19.135659,89.666667,1.767076,966,19.037124,1076,21.204912,6,1,4,1,0,6,1879,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Arkansas,West South Central,South,2022,3045637,24.333333,0.798957,302,9.915824,292,9.587485,29.916667,0.982279,351,11.524683,359,11.787354,9,2,5,1,3,11,1292,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Arizona,Mountain,West,2022,7359197,143.916667,1.955603,1776,24.133068,1776,24.133068,168,2.282858,1965,26.701283,1965,26.701283,1,0,1,0,0,1,17689,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,California,Pacific,West,2022,39029342,584.916667,1.498659,7045,18.050522,7045,18.050522,688,1.762776,7929,20.315485,7929,20.315485,5,2,0,0,3,5,14299,38,29,39,1489202,926142.961715,14,0,0,0,0,14,1593926,749000.563922,4,0,0,0,0
CO,Colorado,Mountain,West,2022,5839926,99.833333,1.709497,830.333333,14.218217,992,16.986517,106.333333,1.820799,998.333333,17.094965,1207,20.66807,8,3,3,0,2,8,3134,13,9,1,17459,53008.931155,1,0,0,0,0,0,0,0,0,0,0,0,0
CT,Connecticut,New England,Northeast,2022,3626205,104.833333,2.890993,1253,34.554031,1253,34.554031,116.166667,3.203533,1345,37.091119,1345,37.091119,0,0,0,0,0,0,1233,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,Delaware,South Atlantic,South,2022,1018396,50,4.909681,450,44.187133,450,44.187133,55.083333,5.408832,485,47.623911,485,47.623911,0,0,0,0,0,0,95,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,Florida,South Atlantic,South,2022,22244823,380.25,1.709386,3770,16.947764,5370,24.140448,424.75,1.909433,4122,18.530154,5902,26.532016,5,0,3,1,1,5,9085,20,14,3,28728,34053.210244,3,0,0,0,0,0,0,0,0,0,0,0,0
GA,Georgia,South Atlantic,South,2022,10912876,134.416667,1.231725,1657,15.183898,1657,15.183898,148.333333,1.359251,1917,17.566405,1917,17.566405,1,0,1,0,0,1,1748,8,6,15,329675,1102501.025631,2,0,0,0,0,8,700001,622946.284375,3,0,0,0,0
HI,Hawaii,Pacific,West,2022,1440196,,,,,,,7.833333,0.543907,7.833333,0.543907,101,7.012934,0,0,0,0,0,0,111,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,Iowa,West North Central,Midwest,2022,3200517,9.666667,0.302035,152,4.749233,203,6.342725,8.666667,0.27079,174,5.436622,237,7.405054,1,0,1,0,0,1,939,7,5,4,32256,80743.469331,1,0,0,0,0,0,0,0,0,0,0,0,0
ID,Idaho,Mountain,West,2022,1939033,19.5,1.005656,186,9.59241,186,9.59241,32.833333,1.693284,251,12.944597,251,12.944597,1,0,1,0,0,1,2565,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,Illinois,East North Central,Midwest,2022,12582032,245.083333,1.947884,2946,23.414342,2946,23.414342,279.25,2.219435,3213,25.536416,3213,25.536416,2,1,1,0,0,2,5755,12,8,5,157890,221457.059231,4,0,0,0,0,4,55577.700576,124109.935,2,0,0,0,0
IN,Indiana,East North Central,Midwest,2022,6833037,147.666667,2.161069,1898,27.776814,1898,27.776814,166.666667,2.43913,2051,30.015936,2051,30.015936,1,0,1,0,0,1,3637,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Kansas,West North Central,Midwest,2022,2937150,41.666667,1.418609,421,14.333623,421,14.333623,51.25,1.744889,509,17.329724,509,17.329724,4,0,3,0,1,4,3702,12,10,1,3300,27316.190518,1,0,0,0,0,0,0,0,0,0,0,0,0
KY,Kentucky,East South Central,South,2022,4512310,143.916667,3.189423,1650,36.566637,1650,36.566637,155.416667,3.444282,1803,39.957361,1803,39.957361,7,0,6,0,1,7,5558,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA,Louisiana,West South Central,South,2022,4590241,,,,,,,,,,,,,4,1,3,0,0,4,3882,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MA,Massachusetts,New England,Northeast,2022,6981974,208.75,2.989842,2230,31.939391,2230,31.939391,225.083333,3.223778,2334,33.428941,2334,33.428941,1,0,1,0,0,1,7691,13,10,4,1546.453592,20598.698731,4,0,0,0,0,0,0,0,0,0,0,0,0
MD,Maryland,South Atlantic,South,2022,6164660,167.083333,2.710341,2047,33.2054,2047,33.2054,185.166667,3.00368,2212,35.881946,2212,35.881946,3,1,2,0,0,3,3690,12,8,7,140000,547750.679391,1,0,0,0,0,4,400000,131177.558594,1,0,0,0,0
ME,Maine,New England,Northeast,2022,1385340,62.166667,4.487466,573,41.361687,573,41.361687,67.583333,4.878465,622,44.898725,622,44.898725,4,1,3,0,0,4,558,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI,Michigan,East North Central,Midwest,2022,10034118,178.916667,1.783083,178.916667,1.783083,2201,21.935162,195.416667,1.947522,195.416667,1.947522,2422,24.137647,0,0,0,0,0,0,1005,9,5,6,41452,2171747.030774,4,0,0,0,0,4,200083.460928,123403.132812,3,0,0,0,0
MN,Minnesota,West North Central,Midwest,2022,5717184,84.333333,1.475085,958,16.756501,958,16.756501,93.333333,1.632505,1039,18.173283,1039,18.173283,3,2,1,0,0,3,3700,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,Missouri,West North Central,Midwest,2022,6177957,119.416667,1.932948,1486,24.053259,1486,24.053259,135.083333,2.186537,1605,25.979462,1605,25.979462,2,0,2,0,0,2,5809,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS,Mississippi,East South Central,South,2022,2940057,32.833333,1.116758,435,14.795632,435,14.795632,34.25,1.164943,497,16.904434,497,16.904434,1,0,1,0,0,1,1220,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,Montana,Mountain,West,2022,1122867,8.5,0.756991,89,7.926139,89,7.926139,8.083333,0.719883,116,10.330698,116,10.330698,2,1,1,0,0,2,1173,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,North Carolina,South Atlantic,South,2022,10698973,274.083333,2.561772,3339,31.208603,3339,31.208603,295.583333,2.762726,3602,33.666783,3602,33.666783,2,1,1,0,0,2,6893,22,18,6,91522,205476.212483,4,0,0,0,0,10,1000000,549629.953125,1,0,0,0,0
ND,North Dakota,West North Central,Midwest,2022,779261,5.916667,0.759266,5.916667,0.759266,61,7.827929,5.833333,0.748572,5.833333,0.748572,75,9.624503,0,0,0,0,0,0,965,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,Nebraska,West North Central,Midwest,2022,1967923,13.666667,0.694472,23.333333,1.185683,100,5.0815,10.666667,0.542027,20.333333,1.033238,117,5.945355,0,0,0,0,0,0,526,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,New Hampshire,New England,Northeast,2022,1395231,45.75,3.279027,413,29.600833,413,29.600833,47.5,3.404454,428,30.675924,428,30.675924,1,0,1,0,0,1,2126,9,6,0,0,0,0,0,0,0,0,4,400000,158805.007812,1,0,0,0,0
NJ,New Jersey,Middle Atlantic,Northeast,2022,9261699,197.416667,2.131538,2462,26.582596,2462,26.582596,203.666667,2.199021,2606,28.137386,2606,28.137386,0,0,0,0,0,0,19172,28,21,20,139504.5,1478538.166587,8,0,0,0,0,3,26216.814368,179303.299,3,0,0,0,0
NM,New Mexico,Mountain,West,2022,2113344,56.416667,2.669545,640,30.283759,640,30.283759,68.416667,3.237365,722,34.163865,722,34.163865,0,0,0,0,0,0,3586,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,Nevada,Mountain,West,2022,3177772,45,1.416086,491,15.451077,491,15.451077,55.166667,1.736017,694,21.839201,694,21.839201,2,2,0,0,0,2,498,8,5,0,0,0,0,0,0,0,0,1,0.136078,5.62,1,0,0,0,0
NY,New York,Middle Atlantic,Northeast,2022,19677151,213.333333,1.084168,2592,13.172639,2592,13.172639,242,1.229853,2841,14.438066,2841,14.438066,0,0,0,0,0,0,5647,28,23,58,1397695.226796,2612453.517659,7,0,0,0,0,67,1021698.879915,646495.162,10,0,0,0,0
OH,Ohio,East North Central,Midwest,2022,11756058,324.666667,2.761697,3997,33.999492,3997,33.999492,359.75,3.060124,4237,36.040993,4237,36.040993,5,0,5,0,0,5,27349,29,25,5,27522,122977.026124,4,0,0,0,0,1,0.317514,0,1,0,0,0,0
OK,Oklahoma,West South Central,South,2022,4019800,69.666667,1.733088,626,15.572914,626,15.572914,84.583333,2.104168,740,18.408876,740,18.408876,4,0,4,0,0,4,2131,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR,Oregon,Pacific,West,2022,4240137,122.75,2.894954,859,20.258779,859,20.258779,140.333333,3.309641,991,23.371886,991,23.371886,4,0,4,0,0,4,1517,11,8,10,174435,200955.60049,2,0,0,0,0,0,0,0,0,0,0,0,0
PA,Pennsylvania,Middle Atlantic,Northeast,2022,12972008,,,,,,,,,,,,,0,0,0,0,0,0,16832,21,14,3,9497,55015.050999,3,0,0,0,0,2,200000,26374.832031,1,0,0,0,0
RI,Rhode Island,New England,Northeast,2022,1093734,25,2.285748,330,30.17187,330,30.17187,33.333333,3.047664,357,32.640477,357,32.640477,2,0,2,0,0,2,1239,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,South Carolina,South Atlantic,South,2022,5282634,169.75,3.213359,1667,31.556227,1667,31.556227,191.75,3.629818,1861,35.228638,1861,35.228638,2,1,1,0,0,2,3105,14,12,4,13930,870800.675742,3,0,0,0,0,162,15926151,10665265.884895,19,0,0,0,0
SD,South Dakota,West North Central,Midwest,2022,909824,2.916667,0.320575,28.166667,3.095837,28,3.077518,5.416667,0.595353,36,3.956809,36,3.956809,1,0,1,0,0,1,154,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,Tennessee,East South Central,South,2022,7051339,251.666667,3.569062,2863,40.602218,2863,40.602218,280.666667,3.980331,3084,43.736374,3084,43.736374,2,0,2,0,0,2,8381,17,11,3,7256,63796.523996,2,0,0,0,0,2,160118,239806.543,1,0,0,0,0
TX,Texas,West South Central,South,2022,30029572,212.25,0.706803,2387,7.948831,2387,7.948831,285,0.949064,3101,10.326488,3101,10.326488,0,0,0,0,0,0,4027,19,13,789,63170738.5,73204320.001225,93,39,3900000,3488748.601562,2,791,56514969,62953788.642266,129,0,0,0,0
UT,Utah,Mountain,West,2022,3380800,25.25,0.746865,213,6.300284,213,6.300284,41.583333,1.229985,436,12.896356,436,12.896356,0,0,0,0,0,0,417,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,Virginia,South Atlantic,South,2022,8683619,182.75,2.104537,1972,22.709426,1972,22.709426,195.833333,2.255204,2108,24.275593,2108,24.275593,3,3,0,0,0,3,8559,12,8,3,7468,37981.626037,3,0,0,0,0,0,0,0,0,0,0,0,0
VT,Vermont,New England,Northeast,2022,647064,24.75,3.824969,218,33.69064,218,33.69064,24.416667,3.773455,232,35.854259,232,35.854259,1,0,1,0,0,1,2094,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,Washington,Pacific,West,2022,7785786,247.416667,3.177799,1899,24.390601,1899,24.390601,262.5,3.371529,2101,26.985073,2101,26.985073,0,0,0,0,0,0,3237,14,9,4,32704,103798.652468,3,0,0,0,0,0,0,0,0,0,0,0,0
WI,Wisconsin,East North Central,Midwest,2022,5892539,88.916667,1.50897,1296,21.993915,1296,21.993915,111.166667,1.886566,1421,24.115241,1421,24.115241,2,1,1,0,0,2,1401,10,7,3,1361,10233.993879,2,0,0,0,0,0,0,0,0,0,0,0,0
WV,West Virginia,South Atlantic,South,2022,1775156,93.666667,5.276532,1074,60.501725,1074,60.501725,103,5.802307,1139,64.163375,1139,64.163375,2,0,2,0,0,2,3367,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WY,Wyoming,Mountain,West,2022,581381,3.166667,0.54468,25.166667,4.328774,51,8.772216,11.666667,2.006716,80.333333,13.817674,79,13.588335,1,0,0,1,0,1,452,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,Alaska,Pacific,West,2023,733406,41.083333,5.601718,270,36.814534,270,36.814534,42,5.726705,286,38.996136,286,38.996136,0,0,0,0,0,0,658,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Alabama,East South Central,South,2023,5108468,96.916667,1.897177,1099,21.513299,1099,21.513299,103.666667,2.02931,1196,23.412107,1196,23.412107,6,1,4,1,0,6,2162,8,5,0,0,0,0,0,0,0,0,3,129,1115.103,2,0,0,0,0
AR,Arkansas,West South Central,South,2023,3067732,16.333333,0.532424,269,8.768693,269,8.768693,21.916667,0.714426,312,10.17038,312,10.17038,9,2,5,1,3,11,1463,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ,Arizona,Mountain,West,2023,7431344,106.916667,1.438726,1836,24.706164,1836,24.706164,118,1.587869,2009,27.034141,2009,27.034141,1,0,1,0,0,1,18006,15,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CA,California,Pacific,West,2023,38965193,540.916667,1.388205,7954,20.41309,7954,20.41309,627,1.609128,8653,22.206999,8653,22.206999,5,2,0,0,3,5,15292,42,34,68,754778,2819497.892727,26,0,0,0,0,14,125196,208868.154,6,0,0,0,0
CO,Colorado,Mountain,West,2023,5877610,70.833333,1.205138,1001.333333,17.036403,1184,20.144242,79.333333,1.349755,1120.333333,19.061036,1348,22.934492,8,3,3,0,2,8,2337,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,Connecticut,New England,Northeast,2023,3617176,91.833333,2.538813,1121,30.991027,1121,30.991027,98.166667,2.713904,1202,33.230343,1202,33.230343,0,0,0,0,0,0,1146,15,9,3,35024,164510.427636,1,0,0,0,0,3,0,8.76,1,0,0,0,0
DE,Delaware,South Atlantic,South,2023,1031890,35,3.391834,442,42.834023,442,42.834023,41.083333,3.981368,466,45.159852,466,45.159852,0,0,0,0,0,0,114,3,3,6,74838,435078.380513,5,0,0,0,0,0,0,0,0,0,0,0,0
FL,Florida,South Atlantic,South,2023,22610726,343.25,1.518085,3438,15.205173,5001,22.117821,372.75,1.648554,3762,16.638121,5467,24.17879,5,0,3,1,1,5,8851,14,9,7,260978,292118.321678,5,0,0,0,0,15,0,75387.004,7,0,0,0,0
GA,Georgia,South Atlantic,South,2023,11029227,103.416667,0.93766,1642,14.887716,1642,14.887716,126.333333,1.145441,1843,16.710147,1843,16.710147,1,0,1,0,0,1,1526,8,4,1,22281,111405,1,0,0,0,0,8,469,5006.783,8,0,0,0,0
HI,Hawaii,Pacific,West,2023,1435138,,,,,,,17.833333,1.242621,17.833333,1.242621,117,8.152526,0,0,0,0,0,0,80,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,Iowa,West North Central,Midwest,2023,3207004,19.666667,0.613241,141,4.396627,194,6.04926,18.666667,0.582059,171,5.332079,238,7.421257,1,0,1,0,0,1,1481,10,9,8,66528,611211.370686,2,0,0,0,0,0,0,0,0,0,0,0,0
ID,Idaho,Mountain,West,2023,1964726,6.5,0.330835,200,10.179536,200,10.179536,12.833333,0.653187,251,12.775318,251,12.775318,1,0,1,0,0,1,2266,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,Illinois,East North Central,Midwest,2023,12549689,182.083333,1.450899,2654,21.147934,2654,21.147934,208.25,1.659404,2907,23.163921,2907,23.163921,2,1,1,0,0,2,5180,11,6,4,21633,297871.367118,4,0,0,0,0,16,4765,62441.195,15,0,0,0,0
IN,Indiana,East North Central,Midwest,2023,6862199,106.666667,1.554409,1550,22.587512,1550,22.587512,120.666667,1.758426,1663,24.234214,1663,24.234214,1,0,1,0,0,1,3308,13,10,0,0,0,0,0,0,0,0,3,1,2.002,3,0,0,0,0
KS,Kansas,West North Central,Midwest,2023,2940547,22.666667,0.770832,347,11.800526,347,11.800526,34.25,1.164749,414,14.079013,414,14.079013,4,0,3,0,1,4,3208,13,10,6,187340,410677.473869,2,0,0,0,0,0,0,0,0,0,0,0,0
KY,Kentucky,East South Central,South,2023,4526154,143.916667,3.179668,1509,33.339564,1509,33.339564,153.416667,3.389559,1662,36.719917,1662,36.719917,7,0,6,0,1,7,5361,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA,Louisiana,West South Central,South,2023,4573749,,,,,,,,,,,,,4,1,3,0,0,4,4273,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MA,Massachusetts,New England,Northeast,2023,7001399,175.75,2.510213,2008,28.679982,2008,28.679982,196.083333,2.800631,2104,30.051137,2104,30.051137,1,0,1,0,0,1,7584,14,10,4,1598,4607.591207,4,0,0,0,0,2,0,0,2,0,0,0,0
MD,Maryland,South Atlantic,South,2023,6180253,138.083333,2.234267,2034,32.911274,2034,32.911274,154.166667,2.494504,2176,35.208915,2176,35.208915,3,1,2,0,0,3,3369,12,8,1,20000,189119.662448,1,0,0,0,0,2,4,2573.978,2,0,0,0,0
ME,Maine,New England,Northeast,2023,1395722,41.166667,2.949489,487,34.892335,487,34.892335,43.583333,3.122637,512,36.683523,512,36.683523,4,1,3,0,0,4,308,7,5,2,0,101331.554,1,0,0,0,0,0,0,0,0,0,0,0,0
MI,Michigan,East North Central,Midwest,2023,10037261,165.916667,1.653007,165.916667,1.653007,2305,22.964432,180.416667,1.797469,180.416667,1.797469,2478,24.68801,0,0,0,0,0,0,919,9,4,4,43400,5454195.912404,1,0,0,0,0,2,200000,141091.703125,1,0,0,0,0
MN,Minnesota,West North Central,Midwest,2023,5737915,57.333333,0.999202,944,16.451969,944,16.451969,64.333333,1.121197,1003,17.480217,1003,17.480217,3,2,1,0,0,3,3025,11,7,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
MO,Missouri,West North Central,Midwest,2023,6196156,78.416667,1.26557,1381,22.288012,1381,22.288012,92.083333,1.486136,1476,23.821221,1476,23.821221,2,0,2,0,0,2,6497,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS,Mississippi,East South Central,South,2023,2939690,42.833333,1.45707,400,13.606877,400,13.606877,42.25,1.437226,446,15.171668,446,15.171668,1,0,1,0,0,1,1145,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT,Montana,Mountain,West,2023,1132812,11.5,1.015173,95,8.386211,95,8.386211,12.083333,1.066667,126,11.122764,126,11.122764,2,1,1,0,0,2,2235,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,North Carolina,South Atlantic,South,2023,10835491,169.083333,1.560458,2362.75,21.805657,3188,29.421832,184.583333,1.703507,2518.25,23.240756,3391,31.295305,2,1,1,0,0,2,8226,18,14,24,12823,305445.950902,8,0,0,0,0,15,400932,261239.184625,7,0,0,0,0
ND,North Dakota,West North Central,Midwest,2023,783926,6.916667,0.882311,67.083333,8.557355,83,10.587734,7.833333,0.999244,90,11.480675,94,11.990928,0,0,0,0,0,0,1083,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,Nebraska,West North Central,Midwest,2023,1978379,,,,,,,,,,,,,0,0,0,0,0,0,670,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH,New Hampshire,New England,Northeast,2023,1402054,36.75,2.621154,369,26.31853,369,26.31853,39.5,2.817295,389,27.745008,389,27.745008,1,0,1,0,0,1,1824,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,New Jersey,Middle Atlantic,Northeast,2023,9290841,135.416667,1.457529,2172,23.377862,2172,23.377862,145.666667,1.567852,2321,24.981592,2321,24.981592,0,0,0,0,0,0,16967,26,21,181,3030422,5082168.070273,15,0,0,0,0,26,20213.60776,230578.833,19,0,0,0,0
NM,New Mexico,Mountain,West,2023,2114371,56.416667,2.668248,655,30.97848,655,30.97848,67.416667,3.188498,719,34.005385,719,34.005385,0,0,0,0,0,0,4254,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV,Nevada,Mountain,West,2023,3194176,69,2.160182,772,24.168988,772,24.168988,73.166667,2.290627,935,29.272025,935,29.272025,2,2,0,0,0,2,560,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY,New York,Middle Atlantic,Northeast,2023,19571216,218.333333,1.115584,2656,13.57095,2656,13.57095,239,1.221181,2870,14.664393,2870,14.664393,0,0,0,0,0,0,5018,21,15,80,12595274,22178348.431275,16,0,0,0,0,73,19903970,700041.614,6,0,0,0,0
OH,Ohio,East North Central,Midwest,2023,11785935,208.666667,1.770472,3600,30.544883,3600,30.544883,244.75,2.076628,3810,32.326667,3810,32.326667,5,0,5,0,0,5,25625,28,24,3,38108,158053.192224,3,0,0,0,0,60,46319,353280.55,40,0,0,0,0
OK,Oklahoma,West South Central,South,2023,4053824,53.666667,1.323853,745,18.37771,745,18.37771,59.583333,1.469806,826,20.375823,826,20.375823,4,0,4,0,0,4,2827,10,6,0,0,0,0,0,0,0,0,2,35236,66279.222,1,0,0,0,0
OR,Oregon,Pacific,West,2023,4233358,104.75,2.474395,1338,31.606115,1338,31.606115,122.333333,2.889747,1454,34.346257,1454,34.346257,4,0,4,0,0,4,1921,8,6,25,439954,544190.682368,3,0,0,0,0,0,0,0,0,0,0,0,0
PA,Pennsylvania,Middle Atlantic,Northeast,2023,12961683,,,,,,,,,,,,,0,0,0,0,0,0,13700,16,12,4,18990,160417.738221,2,0,0,0,0,1265,0,0,151,1,0,0,1
RI,Rhode Island,New England,Northeast,2023,1095962,26,2.372345,315,28.741872,315,28.741872,31.333333,2.85898,345,31.479194,345,31.479194,2,0,2,0,0,2,1017,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,South Carolina,South Atlantic,South,2023,5373555,116.75,2.172677,1552,28.882183,1552,28.882183,138.75,2.58209,1703,31.692241,1703,31.692241,2,1,1,0,0,2,2003,13,10,0,0,0,0,0,0,0,0,53,5077345,1913226.806828,13,0,0,0,0
SD,South Dakota,West North Central,Midwest,2023,919318,5.916667,0.643593,32.083333,3.489906,32,3.480841,7.416667,0.806757,37,4.024723,37,4.024723,1,0,1,0,0,1,180,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,Tennessee,East South Central,South,2023,7126489,195.666667,2.745625,2840,39.851321,2840,39.851321,214.666667,3.012236,2997,42.054369,2997,42.054369,2,0,2,0,0,2,7633,12,8,0,0,0,0,0,0,0,0,1,79560,91694.041,1,0,0,0,0
